0,1
"he iPhone 7 and 7 Plus are deeply unusual devices. They are full of aggressive breaks from convention while wrapped in cases that look almost exactly like their two direct predecessors. Even that continuity of design is a break from convention; after almost a decade of Apple’s steady two-year iPhone update pattern, merely retaining the same design for a third straight year plays against expectations.Inside that case, everything else about the iPhone 7 is a decisive statement about the future. The dual cameras on the iPhone 7 Plus promise to usher in a new era in mobile photography. The iconic iPhone home button is no longer a physical button, but instead a sophisticated ballet of pressure sensors and haptic vibration motors that simulate the feel of a button. The new A10 Fusion processor blends two high-power cores that rival laptop performance with two low-power cores that combine with a much larger battery to extend run time by up to two hours.And, yes, Apple has removed the headphone jack.Removing the headphone jack is an act of pure confidence from Apple, which is the only company in tech that can set off a sea changes in the industry by aggressively dropping various technologies from its products. Floppy drives, optical drives, its own proprietary 30-pin iPod connector, flash, even USB — Apple decides that it’s time to move on, and it has a massive installed base of customers that love and trust the company who make it happen. And now it’s decided that — yikes — the headphone jack is over.After using the iPhone 7 and 7 Plus for about a week, it’s clear to me that Apple has forceful, but considered opinions about how the next generation of phones should fit into our lives. But it’s also clear that the iPhone 7 is a transitional step to that vision of the future, not a complete expression of it. The question for would-be upgraders is simple.",iPhone 7
There is no second thought.,iPhone 7
I was surprised to see there was no sealed packaging. There was a thin plastic cover over the white box and it didn’t require any cutting. I expected a sealed box inside but that wasn’t the case also. I had bought iPhone online earlier also and it required the plastic cover to be cut open.This makes me feel that I got an open box deal. Is it what I should have expected?,iPhone 7
Iphone has its name only for Stylish that's all main base battery backup that only not there if you give 15k has much battery backup compare to 1lakhs phone so only other phones are best,iPhone 7
"The product is not working as expected.the phone is hanging and getting heated usually, when we tried to show in service center they say it is expected behaviour. Waste of purchasing iPhone that to from Amazon.",iPhone 7
"Hi everyone, after d usage f dis phone around 3 years m writing dis review. My opinion complete no for dis waste phone. Apart from show off u couldn’t do anything with it.1. Battery - Backup itself is ultra low dt u need to either plug to socket always or charge it for 2-3 times a day. At dis modern era dis phone is out f competition. Most f al when u r traveling dis battery power drops like anything, I don’t know y.2. Basic services like music , storage etc u have to pay monthly. When u can use almost all d services in android den it sucks to pay. Even u can’t set ua fav ringtone in a easy way. U can set but for dt u should follow hell lot of procedure.3. Charging n music usb are same - first f al its battery backup is so low and u can’t listen d music at dt time . What d hell .4. Overpriced- for dis small piece of shit.5. Not for professionals- couldn’t use Microsoft or some other mails.Conclusion: never go for  products , dey r just making d money by fooling d public.",iPhone 7
"trust me before this all i ever thought of iPhone and all I have ever used was a thick piece of metal which did some of what Android phones did.....except for 6s of course.....but this redefines what a mobile is and what it should do to make u happy....it gives u as much as you want in every possible way. A Punchy display, A clever crisp audio processor, an intelligent OS which can go toe to toe  with  Android in any day, splendid fingerprint reader, awesome camera(both front and back), the size might be one the wrong end for some people but trust me, this strikes a powerful blow in any top Android phone......Samsung S8 can be the Prince of All the phones but iPhone7  with their current  customization is definitely the King...(well iPhone 7 plus is the king of Kings so no point including that)Cons include a restriction with using either a charger or music cable at one point of time, which can be easily over come by using a bluetooth headphones,the ones coming from Samsung flagships will definitely feel a little bit let down by iPhone's display in the beginning.",iPhone 7
I purchased iPhone 7 32gb within 10 days its USB cable not work properly.. when I go for service centre then they told it cannot change because it is damage piece and not gouranty 😡😡😡😡,iPhone 7
"Let no one say Apple products do not hang. It frequently does. And feels fragile. Also anyone switching from Android to iOS using Move to iOS app, please keep your Android phone on flight mode to transfer the data. The dumb Move to iOS phone app does not tell you that. I found this on a random blog, till which time this new phone was in a cupboard.",iPhone 7
"Superb, very happy to buy this iPhone 7 @39499. All claims of poor battery are rubbish. It lasts for more than 14 hours on normal usage and 12 hours on heavy usage. Fastest phone.",iPhone 7
VERY GOOD PRODUCT...YOU CAN GO FOR IT IN 2020 ALSO.....I AM VERY HAPPY THAT I BOUGHT THIS PRODUCT ...AMAZING....GO FOR IT,iPhone 7
"This phone is very smooth. There is hardly any cons of having this phone except from the battery life which is very low.On a fully charged phone, if I have a 3 20 minutes calls each, the battery will go down from 100% to 60%Watching you-tube video will cause the battery to go down at the rate of 1% per every 2 minutes of the video.If you are one of the unlucky person who has to sit in-front of the laptop 9-10 hours a day, always recharging will not be problem.For mobile people, I would advice to buy a smart battery case.",iPhone 7
Superb Device very good camera and touch is pretty awesome,iPhone 7
"Being an Apple Aspirant Its my Second iPhoneDont just Delay yourself just grab this amazing Deal,Its just a best handy piece in your phone",iPhone 7
...it's an iPhone,iPhone 7
"Apple ke product par sawal kar hi nhi sakte,  full security🔒 full save koi date share nhi hota, this phone cool nice cute look,  fingerprint reader to fast just few seconds camera quality battery life super cool,",iPhone 7
Delevered before time ... Now its good ...will riview after using it properly,iPhone 7
I’ve upgraded to iPhone 11 Pro Max now and regret about missing my slim and most beautiful iPhone 7 😔,iPhone 7
Why the price still high as Apple has announced a decreased of $100 in iPhone 7 and 8 price.,iPhone 7
"nice product but after the update to ios 11, little bit hanging is beimg experienced.....but the rear camera is a good one which can shoot photos like s8 and s8 plus...I think apple should change their building layout so that they can produce different varients of the same product with more specificatrions....but overall I love it....the battery is not up to its expectation...rather  all other things are excellent",iPhone 7
Pleas do not buy Apple black mobile it’s been problem with this colour . I am using this product since 6 months and white spots are coming on back side of my phone . I had report this to Apple but they did not help me . With in a 2 or 3 month you will face this problem with black colour so don’t waste your money on Apple,iPhone 7
Either sacrifice to use the features of iPhone 7 or carry iphone charger power banksFor me it's like charging more than 2 times a days with a moderate usageSo keeping my old android phone as secondary phone,iPhone 7
Very nice product from Apple . Very smooth handling . Very nice phone ever I seen. Thanking you Apple and Amazon,iPhone 7
The perfect. Happy with purchase,iPhone 7
Perfection at its finest. Everything is so perfect that it made me switch from oneplus 3t to iphone 7 as my daily driver. Product is delivered as promised and a grand salute to Amazon prime delivery system. Thank you Amazon.,iPhone 7
"I purchased this when there was a deal for 37,999. Great phone , very fast .Takes wonderful pictures . iOS 11 is a little slower though compared to iOS 11. Hopefully future upgrades will fix this. Battery generally lasts me till the end of the day . The jet black version looks great but needs a case as it is prone to scratches. A very good buy",iPhone 7
Iphone is really nice. We liked the deal. It was packed exactly as new. We also liked the external packing. There is no defect. We are using from last 3 months and didn't face any issue/challenge. Thank you for such a nice deal.,iPhone 7
Bad screen not very sharp as full HD screen other cheaper android screen are better and amazon reduced product price with a day Rs 4500,iPhone 7
its a awsum phone but they said that the product will deliver in 1 day if you pay 1 day charges but they will take time.,iPhone 7
The phone is nice and works efficiently. Touch is fluid. As i have been an android user since long so i really find it good. It is handy and looks classy and elegant. Camera is good. I have been using this phone since 6 months and it never got stuck or hanged.,iPhone 7
"Its a good product overall, with a great sleek design, faster sensor, but at that price point i expected something more, there are so many gadgets out there with lower prices and same features, its been a year i am using it, no issues at all but just the price issue.",iPhone 7
User friendly,iPhone 7
No doubt about iphone 7 amazing phone with amazing features but m going to buy this phone from paytm store.  amazon ur prices are 7k higher then paytm so plz do something about it.,iPhone 7
"The iPhone 7 and 7 Plus are deeply unusual devices. They are full of aggressive breaks from convention while wrapped in cases that look almost exactly like their two direct predecessors. Even that continuity of design is a break from convention; after almost a decade of Apple’s steady two-year iPhone update pattern, merely retaining the same design for a third straight year plays against expectations.Inside that case, everything else about the iPhone 7 is a decisive statement about the future. The dual cameras on the iPhone 7 Plus promise to usher in a new era in mobile photography. The iconic iPhone home button is no longer a physical button, but instead a sophisticated ballet of pressure sensors and haptic vibration motors that simulate the feel of a button. The new A10 Fusion processor blends two high-power cores that rival laptop performance with two low-power cores that combine with a much larger battery to extend run time by up to two hours.And, yes, Apple has removed the headphone jack.",iPhone 7
Have been using this device for more than 7 months. It’s ben awesome. I love how fluidic the software experience is.,iPhone 7
"Awesome product, could have been better in battery segment.",iPhone 7
Not worth,iPhone 7
"The best phone you can get in this world and I love it. But cheated by cloudtail. I got this at 44,999 on 18th june and they dropped the price to 42,999 the very next day. Checked with them for an adjustment but they bluntly refused.",iPhone 7
Not turning on a month after purchase. Do not buy,iPhone 7
Love the quick delivery. But the box was looking old and dusty. Thankfully the product inside is good and is working just fine.,iPhone 7
don't wast your hard money.  Instead of that invest in mutual fund or share,iPhone 7
"I purchased this model at Apple Store, I am totally satisfied with device performance And features. Within 10days I tested water test and I dropped my phone in swimming pool for 10 min but nothing happens to device.  Oh gosh I crossed fingers on that time. Why I not purchased this device in amazon only bcoz of one reason I can't  risk huge money may be my device will be defective or may be I will get soap bar or brick. I don't want to regret last. Just for mental Peace I purchased through Apple Store, got my device round 58k. It's been 7 month I can't find any lag or any cons.No heating or lagging issues most Chinese crap have like xiaomi,Lenovo etc.Played heavy games but no  lags even I opened 150 + web pages on safari but no reloading even if you switch off and restart your device your previous opened app will not be cleared from background.",iPhone 7
Apple is unbeatable.,iPhone 7
Buy Google Pixel 2.,iPhone 7
"One of the best phones with simple design, easy to use OS, powerful stereo speakers, good camera, up to mark battery, and a big price tag.Good for office work or for someone who dosent need access to thousands of useless apps and games.It gets the work done wihout ay lag.And needless to say looks beautiful too.",iPhone 7
Awesome phone!!,iPhone 7
I'm planning to buy an iPhone but after seeing the exchange price I've changed my mind. I've recently bought this phone MOTO G5 PLUS for 17k 5 months back and you guys are showing exchange price around Rs. 3500 lol are you seriously kidding me ..Never gonna buy this from her for sure ... :/,iPhone 7
Hearing issues,iPhone 7
"Need to think of buying expensive mobiles online, since the e-commerce portals do not provide option to purchase theft insurance (not the additional warranty), leaving the buyer in lurch in case of an unfortunate theft.  Check it out...",iPhone 7
The product is just up to the mark and works just as expected,iPhone 7
"Its an iphone, what would you expect.An awesome camera with an outstanding camera till date.Byt if people are seriously looking for an iphone to buy, wait a while.Apple is launching it iphone 8 in about a month.If i were you, i would wait",iPhone 7
iPhone 7Superb phone must buy I say.....,iPhone 7
"This one comes with iOS 10.0.1, which we can upgrade upto iOS 10.3.2. It has 2.3 ghz quad-core processor, because of what it doesn't lag while multy tasking. It also comes with a wonderful camera and this phone has a very good display.",iPhone 7
"Outstanding phone with outstanding features. 100% genuine product , best phone to buy under 50K. Get the recommended deal here 👇🏻👇🏻👇🏻👇🏻http://amzn.to/2nDJKVw",iPhone 7
"Best phone ever so smooth, games playing is flawless camera is best, it is my first iPhone n I am glad dat I dnt choose Samsung s8",iPhone 7
Waste of money for such a price....there are better phones available for half the price,iPhone 7
"Apple done a great job on iPhone 7 , superb camera quality . I get the jet black i7. It's so shiny.Just love it 😍",iPhone 7
"If you have been using an iphone currently or have always been an iphone user,then you definitely already have this or you are going to buy this,but if you are not there are many other great phones than this so just skip this one and go for the other better ones",iPhone 7
i loved..it..good performance than...s7,iPhone 7
"Apple in India is worse than an average chinese mobile brand.If it works it may go on for years. But there is a 50% chance that you may need some assistance for some reason from their customer service. This is the catch.They are as bad as it gets. They talk about replacing the phone for every small reason. They have too many clauses for warranty.I went there to fix one minor issue. They took my phone and returned with two other issues and asked me to replace it by paying 28,350.I got it to work by getting it fixed by myself after realising the issue was just that the sim was getting stuck. So, I would had paid 28,350 for nothing had I listened to them.Never buy an apple product in India. It's too big of a risk despite of paying such hefty price.Regarding their customer service, don't believe me, just go to any local mobile repair shop and ask them how is it, they will laugh and tell you it's just a replacement centre not a service centre.",iPhone 7
Satisfied ...,iPhone 7
"-WHATS IN THE BOX-==================1. THE IPHONE 7 ITSELF2. THE LIGHTNING EARPODS3. LIGHTNING TO 3.5 MM JACK CONVERTOR4. LIGHTNING TO USB CABLE5. POWER ADAPTER6. SIM EJECTOR PINPackaging - As always - neat & superior!The phone - It feels great. I personally chose the iPhone 7 over 7+ because of the size. Moving from iPhone 5 to 7 was absolutely no downer in terms of size, the size suited me well. Specifications wise - still exploring. ;)What's evidently different - the home button (the number 3 pressure press feels quite weird. Chose number 1 option) and yes of course the no-audio jack. So you do receive wired earphones better known as lightning compatible earphones. The end of your wired earphones connect to the slot of the lightning connecto",iPhone 7
"I have bought my iPhone 7 32GB Matte black on 8th Oct just the day after the phone has been launched in India. I have been using it since almost a month. I bought it directly from apple store. And truly i would say, its an amazing device. My reviews are below.1. Great display, its has more color gamut than its previous versions.2. Great stereo speakers, as it has 2 speakers one at the head another at the bottom.3. The antenna band is only 5% visible in bare eyes, until & unless you minutely see it. So the design at the back side looks really clean and sturdy.4. Home button is no longer a physical button now, so it gives you haptik feedback whenever you give an amount of pressure to it. So the amount of pressure you apply decides what function it would invoke.5. The iSight camera now has OIS. So no flickering even if you are shooting while running.6. The touchID is much more faster than 6s. takes a bare minimum of 9-10s to create a touchID.7. A full charge of battery on heavy usage lasts a day. But if you are a moderate user it can last even more. And surprisingly it takes only 2 hours to charge it 100%.8. The Matte finishing on the back side is much more smoother and silkier than 6s. And believe me just go for Matte black if you are planning to buy it. The jet black version is a heck of fingerprint magnet, it takes a scratch even if your nails touches the back side. If you are going for a jet black version please buy a leather back cover before you open the plastic seal of the phone.9. Apple says the phone is splash resistant, but i have seen many of the vlogs the phone is actually water resistant upto 1 metre.10. The conversion of 3.5mm jack to reversible connector has improved the music quality even more.One important thing i would say to every apple user, please buy apple products directly from apple authorized sellers or re-sellers. You can buy it from Reliance Digital, E-Zone, Apple store. Don't buy apple products from online portals, as none of them are authorized by Apple. So if anything gets damaged to your apple device Apple service center doesn't accept the product. And this has happened with many a people.",iPhone 7
Best phone a beast,iPhone 7
"Hey guys this is Ridhvik from YouTube channel PhoneRadius and you are reading my full review of the iPhone 7.Starting with the Box Contents. You get.An iPhone 72-pin USB Power Adapter (5V-1A)A USB to lightning cableEarPods with Lightning Connector.Lightning to 3.5mm Headphone Jack Adapter.SIM ejector pin.And Documentation.DisplayRetina HD display4.7-inchMulti-Touch display with IPS technology1334x750-pixel resolution at 326 ppiBatteryNon-removable Li-Ion 1960 mAh batterySplash, Water and Dust ResistantRated IP67 technologyProcessorA10 Fusion chip with 64-bit architecture (quadcore processor)Camera12-megapixel cameraƒ/1.8 apertureOptical image stabilisationSix‑element lensQuad-LED True Tone flashFaceTime HD camera7-megapixelƒ/2.2 aperture.Physical overviewRight : Power button and SIM slotsLeft : Volume rockers and mute sliderBottom : lighting port , speakers and microphone ( NO 3.5 MM HEADPHONE JACK)The new iPhone 7 comes with a new home button which does not press but gives haptic feedback when touched. The pressure for the feedback back can be adjusted. It has Siri built in.The phone now supports stereo speakers as well.Now let's start with the review.Pros :. The new iPhone 7 has a huge upgrade in the camera department when compared to the 6 or 6s. The output from the speakers is very good thanks to the stereo speakers. Though it supports only a 1960 mAh battery the battery life is very good and. Can give one hour more screen on time than the 6s.. It can handle any game with ease and no lag. The general performance is top notch. The processor is the best and most powerful  processor.Cons :. The worst part is the absence of the 3.5 mm headphone jack. You need to carry the dongle to use headphones or use a wireless one .. The supplied charger is very slow(5V-1A).That's all . I hope you liked the review if you did please press the helpful button. ( It means a lot) and do subscribe to my channel PhoneRadius (no space between phone and radius ) on YouTube.Thank you.",iPhone 7
superb phone nothing needed as review name is self sufficient.,iPhone 7
The coolest mobile ever......... now I am a big fan of iphone......,iPhone 7
"Apple iPhone is 100% value for money. It is just people don't realise or they don't need those features they just buy for the logo .  I tried 25 phones in the last 3 yrs and finally settled for iPhone . So far if u want to go for performance in mid  range go for Moto  Mobiles but their camera and audio quality on earphones sucks . If u want to go for looks display and camera Samsung is best but only fault is earphone volume . If u r traveling in train or bus , the earphone volume is not enough while watching videos . Finally all these shortcoming overcome by apple . The biggest advantage of iPhone is their OS which gets update every year , its simplicity of OS , its processor which is miles ahead of any android processor like 6s which is 2 yrs old  can easily beat Galaxy s8 processor .  Few things like connecting to a bluetoth speaker most phone cant control volume of Bluetooth speaker precisely only iPhone does . The. Reason is simple its OS is same for the last 10 yrs I mean the basic functionality and it is the only company which has complete control over their OS . In android its mixture of Google and other company software like miui or Samsung software which make things messy . I know all these things doesn't matter to a normal consumer but that doesn't make iPhone a waste of money . It is always worth if u buy an iPhone . Its value doesn't decrease as rapidly as other phones .",iPhone 7
"Came to this phone after selling my Google Pixel XL, which was a great phone on its own, but wanted to see what the fuss is about iOS and Apple's better app ecosystem and all that. My main comparison of this phone will remain with the Pixel.Positives first:- Top class build quality. The phone looks solid, feels solid. Finishing of the product is top notch.- Taptic Engine. Vibration motor of a phone is a hugely important thing and this phone has the best vibration I have ever experienced. No Android flagship phone I have used has anywhere near the intensity or quality. Reminds me of the olden days of them Nokia phones with huge vibration motor inside them. Great job there hands down.- Camera is good. In low light especially. Noise are kept well in control. Overall the camera can't beat Pixel, can't beat a lot of other phones anyway, but its a good camera, especially for someone who used to use DLSRs for long time to appreciate natural, less saturated output. And video quality is tremendously good.Though the front camera is awful. I almost never use it, but coming from a Pixel it felt like having a VGA front camera.- Fingerprint reader is in the best position in front, and it works every time.- Smoothness. Well smoothness is good. Definitely much less frame drops overall across the UI than Pixel, but not to an extent where it could make significant difference anyway.- RAM Management. Excellent. For a phone having 2 gigs of RAM, well I can only laugh at Android. Where Pixel reloaded apps with double RAM, this thing can apps in memory.- Battery life. Very good. For a tiny sized battery, I am getting 6-7 hours of SoT with 24 hours of standby time.- RAW Speed. Needless to say anything about the A10 chipset. It chews graphically demanding games and apps like nothing. There simply is no Android phone which can come anywhere close.Now the Negatives, which outdo the positives for my usage:- Most impractical and unintuitive OS I have ever experienced. The scrolling mechanism is stupid. You can't scroll fast up or down, it will stuck at a point, so you will get tired. And it misses some touches in the process to. Waste of time. Free flow scrolling for life.Then there is no system wide BACK option. This will drive you bonkers if you are coming from android. Every app is different, where most apps do have the gesture support of left to right to go back to previous screen, its still nowhere near as fast as simply hitting a back button. And on some apps there simply is no gesture support, like Paytm for example. And the back button is located on TOP LEFT corner, which you can't reach with one hand, and I am using the smaller version of the phone. You can touch the home button twice to activate a reduced sized display of current screen, but it goes away as soon as you do something which requires to move to another screen. Ridiculous beyond explanation.Also there is no share option to other apps like Snapseed or Drive or Google Photos directly from the native Photos app! Another time wasting thing!There is no T9 support on the native dialler. ROFL.- Call quality. I don't know but I just don't like the call quality, especially when I am coming from a phone which had brilliant call quality.- SAR value! Don't know how it could be that absurdly high! Check GSMArena specs! Scary really!- No fast charging. This simply should be here. Even this smaller battery takes full two hours to charge fully, LoL.That's it basically. When this phone works for a lot of people, who think that this phone is miles ahead in terms of whatever, probably for the fruit logo at back side, this was simply not for me. Absolutely ridiculous amount of time I wasted trying to do simple things. I never did care about the Apple logo, God knows which type of people care about that, so for me, I need something which is much more practical, much more intuitive, and which won't drive me bonkers for simple stuffs, so yeah that was Apple for me.Best of luck.Regards,Saurav",iPhone 7
"I bought this product from local Apple authorised store and this is what I feel after using it for almost 15 days now.They say it has superior hardware like better processor,camera and battery life with additional features like waterproof and dust proof compared to IPhone 6s. Practically it makes no differerence at all except for camera. Any application you run in iPhone 7 and IPhone 6s takes same time and also same time to copy files etc. What is the meaning of superior hardware if it makes no difference compared to its predecessors?This hardware etc. is just selling point of this phone as its battery life is same as IPhone 6s too.If you are upgrading from iPhone 5s or 6 to Iphone 7 then it could be worth but if you are upgrading from 6s then it is completely waste of money. For IPhone 6s/plus users I say wait for Iphone 7s.",iPhone 7
Bought iPhone on 5th May. The Price got reduced 4000 rupees less than a week. I am Very much disappointed.,iPhone 7
"Great phone. The performance and looks are mind blowing. The only drawback is that it does not have a 3.5 mm audio jack, so you need to carry a usb type-C to 3.5 mm otg adapter to listen to songs on eraphones.",iPhone 7
"I have used a s7 edge before I bought a iPhone from local dealer,I was very impressed by audio quality in s7 and have heard Samsung put a lucky chip for audio which improved the sound wearing headfones very much better than s6.After listening to my music on iPhone 7 I found it outclassed all Samsung flagship models especially when listening  to music over iphone speakersworld,if picture colour  accuracy is what u like iPhone is the one for you",iPhone 7
Best iphone ever used in my life Thank apple,iPhone 7
not as per expected..you can go for iphone 6plus than 7..,iPhone 7
Over heats,iPhone 7
Worst product made by apple. Matt black Colour Quality is poor.,iPhone 7
Useless dont buy it sucks i hate but nokia asha instead,iPhone 7
Happy with the product. Reached before the delivery period. Works fine and smooth. Proud to be a iphone owner. 😁,iPhone 7
"Not a water resistant, but apple is claiming.. They themselves not believe it capable..",iPhone 7
Overpriced,iPhone 7
Android phones are better,iPhone 7
"Pros:My previous I phone was 6s which I lost in the market make police complaint but still no clue.  not traceable.. No idea how to trace it.New one is I phone 7 .  I did not think about it is a good decision in buying the I phone 7 in May-2020Camera quality is little bit better than in 6sSound clarity is goodcharging little faster than 6s & Battery life is also better.Only difference is audio jack.Cons;Battery life is still an issue in I phone.No facility to expand the memory.Better to add one plastic case/cover for protection,  like the other mobile like oppo.Many apps are available in google store but not available in app store.Overall I am happy with the phone.",iPhone 7
"Please do not buy expensive product like iphone from Amazon, i had very bad exp, the charger cord was missing and had sound quality issues. Amazon initial told charger doesn't come in box and when i challenged it they asked reimburse the cord amount, but i requested a replacement, after some days they called me and informed that they dont take responsibility of missing items, and 10 day replacement policy they dont follow, you can read the email conversation attached  here where i mentioned every thing, i have the call recordings as well. At last they denied the phone replacement and even to provide the missing cord. For any damage or quality issues they said amazon is not responsible.",iPhone 11
"Bought the mobile from appario retail ltd. Mobile is heating up within seconds and also camera modes aren’t working properly. Particularly in portrait mode, the stage light and mono options aren’t working properly.  i raised the same to apple customer care they confirmed that its not software issue. But the amazon customer care told me that they need a job card and report from apple service center. The nearest service center is located at 210km from my place, imagine the amount of strain and how much its going to cost. Before you buy anything from this seller just google it and u can find numerous complaints on this seller. What ever they sell u will find defective products only. There is a thread on this sellers dubious deals in quora. Please be safe and don’t regret after.",iPhone 11
Awesome Phone. Nice upgrade from iPhone 6s to iPhone 11. Love this beautiful phone.,iPhone 11
"My Phone is Producing Too Much Heat Even Didn’t Put Sim , Never used more than Half an hour And It’s producing too much heat.. Totally Disappointed With Amazon. Now they are saying To Go Icare services( After Calling to customer care several times) Amazon can’t do anything For this . Worst Experience with Amazon. No one would like to repair new phone 😢 Better Go for shop To buy apple products .",iPhone 11
"The iPhone design is good and the camera quality is awesome. You can also take pictures in wide angles and the image quality is awesome.Phone got delivered at 9am on 28th September (I pre-order it on 27th September at 3am in the morning), I got my phone before the delivery date with nice and secured packaging.The overall look of the phone is premium and face unlocking is fast. I grabbed this phone with HDFC 6K Instant Discount Offer at Just 64K (128 GB Variant).Cons:1. The phone is great but if you use ""in the box"" accessories like ""EarPods with Lighting Connector"", then you might feel a little pain in your ears.2. The phone comes with 5W charger which charge your phone slowly. I recommend you to prefer using 18W charger.Well, I've never tried the iPhone before and I'm using this for the first time (Yes, I'm already using other apple products like MacBook Air & Pro).But the product is great and I'm just lovin it.",iPhone 11
This is a big scam. I received the iphone 11 yesterday and it turned out to be a defective piece . The audio doesn’t record when you are recording a video. Multiple other issues like phone not turning on even after being on full charge . So it says 10 days replacement on this. So I clicked on it and Amazon says we can’t do anything you should contact Apple . Apple says our service Centers are not having any slots so we can’t do anything you should contact amazon . What is this ? You torture a customer as soon as you make money . And that too for such en expensive phone . I demand a replacement for my phone right now Amazon ! Don’t play with people’s hard earned money . Guys stay away from this Apple days sale .,iPhone 11
"Defective product,got heat up within 5 minutes of starting. Need to return  fastVery very bad experience",iPhone 11
The product i got was defective . The face id is not working and the back camera is also not working. There is a lot of hassle to get it exchanged. The apple service centre is also not of much help as the product is from amazon. Please buy phones from apple store to get the right product .,iPhone 11
"Just after i switched it on, it started producing so much heating even i cant hold it by hand. Later i tried YouTube, game, normal browsing and it has the same excessive heating issue. Seems defective piece. I need refund asap. I have not paid 70k for a defective phone. I am feeling like got scammed.Edit - I returned this phone and got refund from amazon and bought the same from flipkart ..and it got no issues .",iPhone 11
Provided with defective product .Struggling for replacement since then .There are so many hidden terms and conditions.It's my last order on Amazon,iPhone 11
"helloPlease dont take any apple products online , especially if the seller is Appario Retail Private Ltd.I bought iphone 11 last month and suudenly today (17/08/2020) the phone got switched off and not getting switched on again.It was neither damaged nor it got wet in rains . I am very furious because i thought its an apple product and product will be robust.  My first impression on apple products is worst becuase of online reseller.This online reseller dont send the correct product instead they will send defective pieces or old piesces.My loss is 60000 rs. These people are worst and i request other guys not to take apple products from online or from the above mentioned reseller.",iPhone 11
"If its just looks what you want then go ahead and buy...but its performance..then suggest you guys to back off.I observed back panel heating up issue especially while taking photos and using maps. [No, I have not put any additional back panels fyi].After spending 60K+ and seeing this kind of heating issue is completely unacceptable from a brand like Apple. I have approached Apple care [Service Request No: SKC4616] and they said they have to send the device to Bangalore  for further diagnosis. When I called just before writing this review, they are quoting they are not working today due to Sunday they are closed and blah blah...Apple wake up. Show some sense of urgency towards customer issues.Ok...folks its upto you to buy or not, just sharing my own experience so it will help who are thinking to buy this.",iPhone 11
"In my opinion, don’t  think much about the phone , just get it . I am attaching night-mode on and off pictures. Check the differencePros-1. Best Camera2. Best Security3. Long day Battery Life4. Touch ID improved5. Its an iPhone after all . 😍6. Best Night-mode support7. Best Processors A13 Bionic ChipCons-1. Display could have been OLED in this price but if doesn’t matter . This retina lcd is really awesome.2. Slightly bulky and weighty - if u r shifting from iPhone 7 or 83. Thick bezelsGuys , I am both Samsung as well as iPhone fan. But this price range I would suggest you to order iPhone 11. Its really a great deal.And if u r a long time iPhone user . Then this will be really great for you.Got for it Guys !!!",iPhone 11
"The phone seems to be owned by some shivang gupta earlier...he has all his details filled in...it's dishearting to know that an esteemed company like apple and amazon woul provide it's users a second hand device. This needs serious and immediate attention.Regards,Deputy directorBureau of Indian standardsMinistry of consumer affairs and public distributionMinistry of consumer affairs",iPhone 11
Its my first iphone and now I’m feeling like I’ve wasted my money coz it has heating issues,iPhone 11
I found this black spot while doing set up. Given me defective piece & now not able to give for replacement also. It's a very next day of purchase.,iPhone 11
"This being my second Apple device. No, I haven't sold my kidney as I got this for about 58K. I have been an avid Android Fanboy using 1+ as my daily driver for the past 5 years. The switch using move to iOS and the entire transition using Drive, Photos etc.. It has been seamless. I may miss a thing or two about 1+ with what a stock Android would offer. Couple of my colleagues argued how good the latest 1+ phones are. Two things that 1+ will never be good at. Photography and Intermittent lag. Yes, a phone with 12 Gigs of ram lags!Now, off to the device.ProsThe device's build quality is amazing. The detail given in to every tiny little thing should be noted. Even the Sim tray is made out of metal.Speakers sound better than my previous phone.A couple of you might argue about LCD with lower resolution on the device. I certainly cannot differentiate that though. Color blind maybe!OS - There's no other mobile OS that is this speedy, updated on time basis and supports device for 5 long years. Yeah, you can root your phone and rock new Lineage OS on your Droid but the circumstances of rooting, Magisk cannot help Banking apps work.Camera - There are no other camera phones that are this good. Night mode is amazing. Such low light pictures turn out be so good. Note Huawei phones no longer have Google services yes you can sideload Play Store but that's still pain the arse. Next Pixel isn't going to be cheap either.ConsRemember an iPhone is always treated as an asset than a phone. Ask someone who has dropped his or her phone on a hard surface and the pain that it takes to have it repaired or replaced.Couple of them have pointed out that the device is a bit thick. Yes it is. Honestly slim phones cannot have more juice within. You have to sacrifice either of them.No 3.5MM means you can't charge and listen to music i.e. move on to wireless headphones.Overall an amazing phone that's worth every penny. And a phone that I'd be using for the next 5 years for sure just like my 1+ One The Legend. Electronic goods are always depreciating unlike Gold or Land and fits the needs of checking messages and making calls is all you need.",iPhone 11
Samsung s10 is much better than iphone 11,iPhone 11
"hiI had purchased this phone in first week of June 2020 trusting amazon.But this phone is defective, it failed to update, failed to connect to serversFinding no other solution, I used old version of iOS hoping it will work finebut it is not working fine, everytime it hangs and I am not able to worktoday while putting it for charging there was a blast in the battery and since then it is not workingI have just exceeded return period, perhaps my 70 thousand is now gone down the drain",iPhone 11
Not good when I charge mobilebody was earth (current shock) and today charger not working I don’t no how to replace,iPhone 11
"Pathetic Amazon service!! Don't buy online. My back camera has problem,  shows many green dots. Apple store is of little help. Amazon as expected,  is of NO help. Waiting to get this resolved. I preferred this over pixel just for camera!!!  Sigh!!!",iPhone 11
This I phone11 model {black} looks like Chinese phone.I suggest don't purchase and go with Iphone's other model.,iPhone 11
